SeniorCitizen,Partner,Dependents,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,TotalCharges,TenureMonths,MonthlyCharges,ChurnLabel
No,Yes,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),5686.4,51,110.05,No
No,No,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,399.25,4,100.85,No
No,No,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),947.3,12,78.1,Yes
No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,60.65,3,20.85,No
No,Yes,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,5059.75,50,99.4,No
No,No,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,654.5,12,54.3,No
No,Yes,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),5776.45,68,82.85,No
No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,272.95,15,19.8,No
No,No,No,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,629.55,10,60.95,No
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,1,20.15,No
Yes,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,1392.25,15,96.5,No
No,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),4968,56,88.9,No
No,Yes,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),910.45,19,50.1,No
Yes,Yes,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,4086.3,40,101.85,Yes
No,Yes,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,1498.55,31,49.2,No
No,No,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,354.05,7,51.0,Yes
No,Yes,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),7881.2,72,110.15,No
No,Yes,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4113.1,40,101.3,Yes
No,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,416.45,9,45.15,Yes
No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,31.9,2,20.3,No
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,185.2,10,19.3,No
No,No,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,4669.2,47,100.75,No
No,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,5538.35,66,85.25,No
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.65,1,19.65,No
No,Yes,No,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,593.85,9,68.95,No
No,Yes,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,563.5,10,60.2,No
No,No,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),3921.1,65,59.95,No
No,No,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,216.9,5,49.2,Yes
Yes,Yes,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,700.85,7,101.95,Yes
No,Yes,Yes,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),3008.55,62,48.7,No
Yes,Yes,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),5968.4,65,92.7,No
No,Yes,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,5720.35,51,111.55,No
No,No,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,1309.15,39,35.55,No
No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1401.15,72,20.3,No
No,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),8244.3,70,114.3,No
No,No,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),7138.65,65,110.0,No
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1566.9,72,20.25,No
No,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1793.25,27,69.05,No
Yes,No,No,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,372.45,4,88.85,Yes
No,No,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,8477.6,71,118.65,No
Yes,Yes,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1131.2,11,99.55,Yes
No,Yes,No,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),2423.4,27,90.15,No
Yes,Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),1752.65,25,69.5,No
No,Yes,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),2337.45,62,39.0,No
No,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,1579.7,17,92.6,No
Yes,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),2869.85,38,74.95,Yes
No,Yes,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,4627.65,67,67.85,No
No,Yes,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),5919.35,72,82.65,No
No,Yes,No,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,6001.45,62,96.1,No
Yes,No,No,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),3233.85,40,79.2,Yes
No,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),6669.05,70,97.55,No
Yes,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,1,74.4,Yes
No,No,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),5023,68,76.9,No
No,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),7942.15,66,115.8,No
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),538.2,27,20.25,No
No,No,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,7176.55,68,108.45,Yes
No,No,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,6519.75,59,111.35,No
No,Yes,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,1939.35,36,53.65,No
Yes,No,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),7111.3,64,108.95,No
Yes,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,2433.9,24,104.25,Yes
No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,165.5,8,20.15,No
No,Yes,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),2651.2,48,55.8,No
No,Yes,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,6375.2,61,106.2,No
No,Yes,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,1500.5,18,87.9,No
No,No,No,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),3418.2,50,69.5,No
No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1173.35,48,23.55,No
No,Yes,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,381.3,4,85.95,Yes
No,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,6555.2,59,111.1,No
No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),990.45,53,19.05,No
Yes,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),102.5,4,25.2,Yes
No,No,No,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,220.45,3,69.95,No
No,No,No,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,2531.8,41,65.0,No
No,Yes,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),3772.5,69,54.95,No
No,No,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,950.75,15,64.85,No
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,113.85,5,21.05,Yes
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,791.15,39,19.9,No
No,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),7173.15,68,105.25,No
Yes,No,No,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),2595.85,30,90.5,No
Yes,No,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,874.2,11,78.5,No
No,Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),3975.7,68,58.25,No
No,Yes,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,4858.7,50,98.25,No
No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),1274.05,64,19.7,No
No,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),5598,57,97.55,No
No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,226.55,10,24.0,No
No,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,554.05,7,75.7,No
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),516.3,25,19.5,No
Yes,Yes,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,834.7,11,70.2,No
No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),1198.8,60,20.5,No
Yes,Yes,No,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),3902.6,61,64.05,No
No,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),5174.35,49,106.65,No
No,No,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Mailed check,25.85,1,25.85,No
Yes,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,335.75,3,94.85,No
No,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,1990.5,24,84.8,No
No,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,5826.65,54,105.85,No
No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1857.85,72,25.1,No
No,No,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,4299.95,54,80.6,No
No,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),4309.55,65,67.05,No
Yes,No,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1806.35,18,103.6,No
Yes,No,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,273.4,4,75.35,No
Yes,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.1,1,45.1,Yes
No,Yes,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,7321.05,67,111.05,No
Yes,No,No,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),2619.25,32,81.1,No
No,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2227.8,31,76.05,No
No,Yes,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),5769.75,53,106.1,Yes
No,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),7726.35,72,108.65,No
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),844.45,42,20.75,No
Yes,No,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,2966.95,54,55.45,No
No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1738.9,72,25.0,No
No,Yes,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),7251.9,69,106.4,No
No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,521.8,29,19.55,No
No,Yes,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,4303.65,42,100.4,No
No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),1474.35,58,25.3,No
No,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),8332.15,72,115.8,No
No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),321.7,14,24.8,No
No,Yes,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,592.75,17,34.4,No
No,Yes,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),5943.65,61,99.4,No
Yes,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,1,20.05,Yes
No,Yes,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,5497.05,57,99.65,No
Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),1580.1,31,50.4,No
No,Yes,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,4947.55,51,98.85,No
Yes,No,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),5224.35,66,80.45,Yes
No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),125,8,19.6,No
No,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),4107.25,47,85.3,No
No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,38.45,2,24.3,No
No,Yes,No,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,401.1,5,85.4,Yes
No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1288,51,24.95,No
No,No,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),2317.1,22,101.35,Yes
No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),395.6,20,19.7,No
No,Yes,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),7534.65,70,109.5,Yes
Yes,No,No,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),3180.5,35,91.0,No
No,Yes,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),2209.75,27,80.65,No
No,Yes,No,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,4348.65,52,84.1,Yes
No,Yes,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),3590.2,60,59.85,No
No,No,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,708.2,9,74.85,No
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,117.8,4,19.7,No
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.9,1,19.9,No
No,No,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),8405,72,115.05,No
No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,97.5,4,23.9,No
No,No,No,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,119.5,2,53.45,No
No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1275.65,12,105.3,No
No,No,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,718.1,13,53.45,No
No,No,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),809.75,9,90.8,Yes
Yes,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,5044.8,55,90.45,No
No,No,No,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),727.85,14,51.45,No
No,No,No,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,653.9,9,80.55,No
No,No,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),6465,57,112.95,Yes
No,No,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.35,2,49.25,Yes
No,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.2,2,45.25,No
No,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,1868.4,23,85.6,No
No,No,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.05,1,78.05,Yes
No,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,257.6,3,76.1,No
Yes,No,No,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,1782.4,20,94.1,Yes
No,No,No,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.15,1,60.15,Yes
No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1335.2,67,19.65,No
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,112.3,7,19.25,Yes
No,No,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.65,1,49.65,Yes
No,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),4228.55,40,105.75,No
No,No,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),693.3,10,73.55,No
Yes,Yes,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),7548.1,71,105.1,Yes
No,Yes,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),2962,72,42.1,No
No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1688.9,67,26.3,No
No,No,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,1313.55,17,76.65,Yes
No,No,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1776.95,18,99.85,Yes
Yes,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,1,69.65,Yes
No,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),1114.85,16,68.25,No
No,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),4362.05,54,79.95,No
No,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,7880.25,72,109.65,No
No,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),4929.55,65,76.15,No
No,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),2970.3,49,59.6,No
No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,451.55,23,19.65,No
